title,brand,gender,mrp,discount_percent,price_after_discount,star_rating,num_ratings,product_link,scraped_on
Men Woven Step-N-Pace Running,ADIDAS,men,5299,58,2199,4.4,103,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-step-n-pace-running-shoes/23129988/buy,2025-10-10T15:34:23.248406+05:30
Cricup 23 Men Cricket Shoes,ADIDAS,men,4999,55,2207,3.4,0,https://www.myntra.com/sports-shoes/adidas/adidas-cricup-23-men-cricket-shoes-/32871548/buy,2025-10-10T15:39:07.185305+05:30
Men Trek Host Trekking Shoes,ADIDAS,men,4999,55,2207,4.5,22,https://www.myntra.com/sports-shoes/adidas/adidas-men-trek-host-trekking-shoes/32355612/buy,2025-10-10T15:42:12.790224+05:30
Men LightRun Hone Running Shoe,ADIDAS,men,5999,63,2219,4.1,70,https://www.myntra.com/sports-shoes/adidas/adidas-men-lightrun-hone-running-shoes/26516548/buy,2025-10-10T15:33:00.162200+05:30
Lite Racer 4.0 Sports Shoes,ADIDAS,men,5599,60,2239,3.9,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-lite-racer-40-sports-shoes/35240907/buy,2025-10-10T15:33:29.482597+05:30
Cloud-Reflect Running Shoes,ADIDAS,men,5599,60,2239,,0,https://www.myntra.com/sports-shoes/adidas/adidas-cloud-reflect-men-running-shoes-/32871549/buy,2025-10-10T15:34:31.349598+05:30
Men TimorXRun Shoes,ADIDAS,men,5599,60,2239,4.4,10,https://www.myntra.com/sports-shoes/adidas/adidas-men-timorxrun-shoes/33945710/buy,2025-10-10T15:45:04.280126+05:30
Men CLOUDFOAM MOVE LOUNGER,ADIDAS,men,5599,59,2240,4.3,207,https://www.myntra.com/sports-shoes/adidas/adidas-men-cloudfoam-move-lounger-walking-shoes/29021362/buy,2025-10-10T15:21:41.735898+05:30
Men CLOUDFOAM MOVE LOUNGER,ADIDAS,men,5599,59,2240,4.4,297,https://www.myntra.com/sports-shoes/adidas/adidas-men-cloudfoam-move-lounger-walking-shoes/29021320/buy,2025-10-10T15:26:12.379804+05:30
Dash-Haste M Running Shoes,ADIDAS,men,5599,59,2240,4.3,59,https://www.myntra.com/sports-shoes/adidas/adidas-men-dash-haste-m-running-shoes/29885124/buy,2025-10-10T15:49:08.662299+05:30
Men Lightrun Clip Shoes,ADIDAS,men,5599,59,2242,4.7,20,https://www.myntra.com/sports-shoes/adidas/adidas-men-lightrun-clip-woven-design-shoes/32355751/buy,2025-10-10T15:34:24.415221+05:30
Men AeroFlightFrenzy Run Shoes,ADIDAS,men,5599,59,2242,4.3,29,https://www.myntra.com/sports-shoes/adidas/adidas-men-aeroflightfrenzy-running-shoes/32355676/buy,2025-10-10T15:35:34.990897+05:30
Men Lite Racer 4.0 Run Shoes,ADIDAS,men,4999,55,2249,4.4,20,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-lite-racer-40-running-shoes/30101985/buy,2025-10-10T15:46:20.218099+05:30
Men Woven GauzeWalk Shoes,ADIDAS,men,4299,47,2278,4.3,192,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-gauzewalk-shoes/20071278/buy,2025-10-10T15:33:00.804850+05:30
Men Fleecewalk M Sports Shoes,ADIDAS,men,3799,40,2279,4.5,257,https://www.myntra.com/sports-shoes/adidas/adidas-men-fleecewalk-m-logo-printed-sports-shoes/24274946/buy,2025-10-10T15:26:03.974850+05:30
Men Cri Yard Cricket Shoes,ADIDAS,men,4299,46,2295,4.8,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-cri-yard-cricket-shoes/34010080/buy,2025-10-10T15:36:19.544623+05:30
Men Tor-Acerun Shoes,ADIDAS,men,5999,61,2299,4.6,29,https://www.myntra.com/sports-shoes/adidas/adidas-men-tor-acerun-3-striped-brand-logo-detail-woven-design-shoes/32355592/buy,2025-10-10T15:26:51.295719+05:30
Men Adimove Running Shoes,ADIDAS,men,4599,50,2299,4.1,180,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-adimove-running-shoes/23130162/buy,2025-10-10T15:33:01.098120+05:30
Men Track Fun Running Shoes,ADIDAS,men,5599,58,2299,4.3,18,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-track-fun-running-shoes/29885215/buy,2025-10-10T15:35:23.087141+05:30
Vpred Move Men Running Shoes,ADIDAS,men,4999,54,2299,3.8,12,https://www.myntra.com/sports-shoes/adidas/adidas-vpred-move-men-running-shoes/34101881/buy,2025-10-10T15:37:03.046519+05:30
Men Powerlish Walking Shoes,ADIDAS,men,4799,52,2299,4.2,38,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-powerlish-walking-shoes/29884074/buy,2025-10-10T15:52:39.436474+05:30
Men Enrgy Fit Running Shoes,ADIDAS,men,6599,65,2309,4.4,16,https://www.myntra.com/sports-shoes/adidas/adidas-men-enrgy-fit-running-shoes/31242620/buy,2025-10-10T15:28:59.921231+05:30
Men Eclyptix 2000 IKD Run Shoe,ADIDAS,men,6599,65,2309,4.2,10,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-eclyptix-2000-ikd-running-shoes/33180377/buy,2025-10-10T15:31:25.916784+05:30
Unisex CRI RISE 2.0 Cricket,ADIDAS,men,4599,49,2345,,0,https://www.myntra.com/sports-shoes/adidas/adidas-unisex-cri-rise-20-cricket-shoes/34010028/buy,2025-10-10T15:26:47.418896+05:30
Men Comfrt Walk Walking Shoes,ADIDAS,men,4599,49,2345,4,57,https://www.myntra.com/sports-shoes/adidas/adidas-men-comfrt-walk-ortholite-coludfoam-walking-shoes/26516428/buy,2025-10-10T15:42:41.747824+05:30
Men TorFlex Running Shoes,ADIDAS,men,5999,60,2350,4.6,16,https://www.myntra.com/sports-shoes/adidas/adidas-men-torflex-running-shoes/34009893/buy,2025-10-10T15:22:54.189237+05:30
Cloudfoam Walking Shoes,ADIDAS,men,4799,51,2350,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-powerlish-cloudfoam-walking-shoes/33945657/buy,2025-10-10T15:34:04.828717+05:30
Men Laufen Speed Running Shoes,ADIDAS,men,4799,50,2352,4.4,749,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-laufen-speed-running-shoes/26516504/buy,2025-10-10T15:26:11.189131+05:30
Men ERUDO Running Shoes,ADIDAS,men,5299,55,2384,4.6,30,https://www.myntra.com/sports-shoes/adidas/adidas-men-erudo-ortholite-running-shoes/32355713/buy,2025-10-10T15:29:46.196878+05:30
Men LightRun Hone Running Shoe,ADIDAS,men,5999,60,2399,4.2,37,https://www.myntra.com/sports-shoes/adidas/adidas-men-lightrun-hone-running-shoes/26516422/buy,2025-10-10T15:33:29.217779+05:30
Men Ford-Fit Running Shoes,ADIDAS,men,5999,60,2399,4.3,34,https://www.myntra.com/sports-shoes/adidas/adidas-men-ford-fit-running-shoes/29885179/buy,2025-10-10T15:35:11.800373+05:30
Men Lace-Up Running Shoes,ADIDAS,men,5999,60,2399,4.7,0,https://www.myntra.com/sports-shoes/adidas/adidas-mountben-stride-men-lace-up-running-shoes/35365547/buy,2025-10-10T15:46:23.731503+05:30
Men Cloudfoam Comfy Run Shoes,ADIDAS,men,5999,59,2400,4.5,54,https://www.myntra.com/sports-shoes/adidas/adidas-men-cloudfoam-comfy-el-running-shoes/33085004/buy,2025-10-10T15:34:15.079207+05:30
Mountben Men Sports Shoes,ADIDAS,men,5999,59,2400,4.5,0,https://www.myntra.com/sports-shoes/adidas/adidas-mountben-stride-men-lace-ups-sports-shoes/35365544/buy,2025-10-10T15:35:41.675710+05:30
Men LightRun-Win Running Shoes,ADIDAS,men,5999,59,2400,4.1,46,https://www.myntra.com/sports-shoes/adidas/adidas-men-lightrun-win-running-shoes/29885235/buy,2025-10-10T15:38:04.439227+05:30
Men LightRun-Win Running Shoes,ADIDAS,men,5999,59,2400,4,46,https://www.myntra.com/sports-shoes/adidas/adidas-men-lightrun-win-running-shoes/29885165/buy,2025-10-10T15:46:16.111139+05:30
Men Ford-Fwd Running Shoes,ADIDAS,men,5999,59,2400,4.3,151,https://www.myntra.com/sports-shoes/adidas/adidas-men-ford-fwd-running-shoes/26516126/buy,2025-10-10T15:48:53.983558+05:30
Men Trosten Walk Shoes,ADIDAS,men,4599,47,2437,4.2,31,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-trosten-walk-shoes/26516176/buy,2025-10-10T15:52:35.941571+05:30
Unisex Tennis Top M Shoes,ADIDAS,men,4999,50,2450,4.6,46,https://www.myntra.com/sports-shoes/adidas/adidas-unisex-tennis-top-m-shoes/32355670/buy,2025-10-10T15:34:37.992560+05:30
Men Flair-Fun Running Shoes,ADIDAS,men,5999,59,2459,4.1,10,https://www.myntra.com/sports-shoes/adidas/adidas-men-flair-fun-running-shoes/32355608/buy,2025-10-10T15:43:57.714872+05:30
Trek Host Men Outdoor Shoes,ADIDAS,men,4999,50,2480,3.9,15,https://www.myntra.com/sports-shoes/adidas/adidas-trek-host-men-outdoor-shoes-/32871613/buy,2025-10-10T15:48:54.109531+05:30
Men AeroVortexGlide Run Shoes,ADIDAS,men,4999,50,2499,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-aerovortexglide-running-shoes/34009935/buy,2025-10-10T15:22:57.449620+05:30
Men Trois New Running Shoes,ADIDAS,men,6599,62,2499,4.4,62,https://www.myntra.com/sports-shoes/adidas/adidas-men-trois-new-running-shoes/30944390/buy,2025-10-10T15:34:23.409183+05:30
Men Runsmart ST Running Shoes,ADIDAS,men,6999,64,2499,3.9,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-runsmart--st-running-shoes/29885125/buy,2025-10-10T15:34:24.532798+05:30
Men Flair-Tonic Running Shoes,ADIDAS,men,4999,49,2500,4.2,22,https://www.myntra.com/sports-shoes/adidas/adidas-men-flair-tonic-running-shoes/34009988/buy,2025-10-10T15:22:34.585130+05:30
Men RACER TR23 Running Shoes,ADIDAS,men,7599,67,2502,3.7,19,https://www.myntra.com/sports-shoes/adidas/adidas-men-racer-tr23-textured-running-sports-shoes/24274960/buy,2025-10-10T15:48:54.725818+05:30
Response Runner U Men Shoes,ADIDAS,men,5599,55,2519,4,43,https://www.myntra.com/sports-shoes/adidas/adidas-response-runner-u-men-running-shoes-/32863017/buy,2025-10-10T15:21:41.191766+05:30
Response Runner U Men Shoes,ADIDAS,men,5599,54,2520,4.1,0,https://www.myntra.com/sports-shoes/adidas/adidas-response-runner-u-men-running-shoes/32863021/buy,2025-10-10T15:29:38.822776+05:30
Men Cmfortz 1.0 Running Shoes,ADIDAS,men,5599,54,2520,4.5,62,https://www.myntra.com/sports-shoes/adidas/adidas-men-cmfortz-10-running-shoes/32264351/buy,2025-10-10T15:31:17.222375+05:30
Men Running Shoes,ADIDAS,men,5599,54,2520,4.3,418,https://www.myntra.com/sports-shoes/adidas/adidas-men-black-lite-racer-running-shoes/14865800/buy,2025-10-10T15:42:57.243314+05:30
Men Woven Design Zap-Run Shoes,ADIDAS,men,4299,41,2536,4,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-zap-run-shoes/34010037/buy,2025-10-10T15:35:58.838751+05:30
Men Velocity Grand Tennis,ADIDAS,men,4299,40,2579,4.4,17,https://www.myntra.com/sports-shoes/adidas/adidas-men-velocity-grand-tennis-shoes/32355764/buy,2025-10-10T15:25:55.169833+05:30
Unisex Cri Yard Cricket Shoes,ADIDAS,men,4299,40,2579,4.5,75,https://www.myntra.com/sports-shoes/adidas/adidas-unisex-colourblocked-cri-yard-cricket-shoes/32355647/buy,2025-10-10T15:33:29.890029+05:30
Men Erudo Running Shoes,ADIDAS,men,5299,51,2596,4.3,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-erudo-running-shoes/32355639/buy,2025-10-10T15:32:08.302494+05:30
Running SportsShoes,ADIDAS,men,4999,48,2599,4.2,30,https://www.myntra.com/sports-shoes/adidas/adidas-vpred-move-m-running-sportsshoes/34101839/buy,2025-10-10T15:30:53.427620+05:30
Men DURAMO RC2 Running Shoes,ADIDAS,men,5599,53,2599,3.8,36,https://www.myntra.com/sports-shoes/adidas/adidas-men-duramo-rc2-running-shoes/34010058/buy,2025-10-10T15:36:34.062523+05:30
Men AeroRushRise Running Shoes,ADIDAS,men,4999,48,2599,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-aerorushrise-running-shoes/34010042/buy,2025-10-10T15:41:48.494284+05:30
Men Lightrun Star Shoes,ADIDAS,men,5299,50,2628,3.9,78,https://www.myntra.com/sports-shoes/adidas/adidas-men-lightrun-star-shoes/32355763/buy,2025-10-10T15:46:16.236131+05:30
Men Skateboarding Shoes,ADIDAS,men,6599,60,2639,4.5,54,https://www.myntra.com/sports-shoes/adidas/adidas-men-revolushn-at13-mid-top-skateboarding-shoes/32264822/buy,2025-10-10T15:26:51.431286+05:30
Men TREK HOST Terrex Shoes,ADIDAS,men,4999,47,2649,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-trek-host-terrex-trekking-shoes/36331576/buy,2025-10-10T15:52:42.817991+05:30
Men LightRun Zoomer Shoes,ADIDAS,men,5299,49,2650,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-lightrun-zoomer-running-shoes/34010014/buy,2025-10-10T15:27:56.460496+05:30
Men FWD Pro Running Shoes,ADIDAS,men,7599,65,2659,4.3,36,https://www.myntra.com/sports-shoes/adidas/adidas-men-fwd-pro-running-shoes/29885180/buy,2025-10-10T15:50:07.715259+05:30
Men RACER TR23 Running Shoes,ADIDAS,men,7599,64,2660,3.9,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-racer-tr23-textured-running-shoes/24274948/buy,2025-10-10T15:42:12.913532+05:30
Men SPDwin Running Shoes,ADIDAS,men,4299,38,2665,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-spdwin-ortholite-running-shoes/36378884/buy,2025-10-10T15:51:03.314917+05:30
Men Fence Court Tennis Shoes,ADIDAS,men,4599,42,2667,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-fence-court-tennis-shoes/34010002/buy,2025-10-10T15:32:46.828128+05:30
Men QuestCrest Walking Shoes,ADIDAS,men,4599,42,2667,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-questcrest-walking-shoes/36331584/buy,2025-10-10T15:53:39.134477+05:30
Men LightRun-Win Running Shoes,ADIDAS,men,5999,55,2699,4.5,16,https://www.myntra.com/sports-shoes/adidas/adidas-men-lightrun-win-running-shoes/32355622/buy,2025-10-10T15:45:00.522702+05:30
Men Running Shoes,ADIDAS,men,3999,32,2700,,0,https://www.myntra.com/sports-shoes/adidas/adidas-air-glowrun-men-lace-up-running-shoes/35365039/buy,2025-10-10T15:21:37.598377+05:30
Mountben Stride Sports Shoes,ADIDAS,men,5999,54,2700,4.9,13,https://www.myntra.com/sports-shoes/adidas/adidas-mountben-stride-sports-shoes/32704388/buy,2025-10-10T15:33:00.657731+05:30
Galaxy Q Sports Shoes,ADIDAS,men,5999,54,2700,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-galaxy-running-shoes/35222709/buy,2025-10-10T15:38:04.235756+05:30
Mountben Stride Men Shoes,ADIDAS,men,5999,54,2700,4.3,0,https://www.myntra.com/sports-shoes/adidas/adidas-mountben-stride-men-trekking-shoes/32704399/buy,2025-10-10T15:46:51.945722+05:30
Men VelocityGrand Tennis Shoes,ADIDAS,men,4299,37,2708,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-velocity-grand-tennis-shoes/34009999/buy,2025-10-10T15:45:00.400714+05:30
Unisex CRI HASE 2.0 Cricket,ADIDAS,men,4299,37,2708,4.8,0,https://www.myntra.com/sports-shoes/adidas/adidas-unisex-cri-hase-20-cricket-shoes/34010030/buy,2025-10-10T15:50:03.881908+05:30
Men JOLT RUNNER Running Shoes,ADIDAS,men,4799,43,2720,4.6,13,https://www.myntra.com/sports-shoes/adidas/adidas-men-jolt-runner-ortholite-running-shoes/34009986/buy,2025-10-10T15:32:47.632050+05:30
Men Torbar Running Shoes,ADIDAS,men,6599,58,2740,4.3,34,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-torbar-running-shoes/32355654/buy,2025-10-10T15:35:00.581157+05:30
Men TorSizzle Running Shoes,ADIDAS,men,5599,50,2749,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-torsizzle-running-shoes/34009950/buy,2025-10-10T15:40:59.656324+05:30
Men Woven Adimove Running,ADIDAS,men,4599,40,2759,4.1,158,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-adimove-running-shoes/23130230/buy,2025-10-10T15:31:17.101826+05:30
Men Flaze Mode Running Shoes,ADIDAS,men,4599,40,2759,4.5,94,https://www.myntra.com/sports-shoes/adidas/adidas-men-flaze-mode-ortholite-running-shoes/32355680/buy,2025-10-10T15:34:15.954445+05:30
Unisex Tennis Acer Shoes,ADIDAS,men,4599,40,2759,4.4,60,https://www.myntra.com/sports-shoes/adidas/adidas-unisex-tennis-acer-torsion-system-tennis-shoes/32355692/buy,2025-10-10T15:34:41.470160+05:30
Men Track Gait Running Shoes,ADIDAS,men,4599,40,2759,4.4,12,https://www.myntra.com/sports-shoes/adidas/adidas-men-track-gait-ortholite-running-shoes/32355762/buy,2025-10-10T15:35:15.987565+05:30
Men Lightrun Clip Shoes,ADIDAS,men,5599,50,2777,4.6,25,https://www.myntra.com/sports-shoes/adidas/adidas-men-lightrun-clip-3-striped-brand-logo-detail-running-shoes/32355687/buy,2025-10-10T15:32:47.355238+05:30
Men TOR-DART Running Shoes,ADIDAS,men,5599,50,2777,4.1,18,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-tor-dart-running-shoes/32355624/buy,2025-10-10T15:41:13.738515+05:30
Men AeroRushRise Running Shoes,ADIDAS,men,4799,42,2783,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-aerorushrise-running-shoes/34009937/buy,2025-10-10T15:33:57.787766+05:30
Men Ligra 8 Indoor Shoes,ADIDAS,men,6999,60,2790,4.6,35,https://www.myntra.com/sports-shoes/adidas/adidas-men-ligra-8-indoor-shoes/31950406/buy,2025-10-10T15:34:14.674913+05:30
Men VelocityGrand Tennis Shoes,ADIDAS,men,4299,35,2794,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-velocity-grand-tennis-shoes/34009995/buy,2025-10-10T15:36:37.199445+05:30
Men SPDWIN Running Shoes,ADIDAS,men,4299,35,2794,4.4,45,https://www.myntra.com/sports-shoes/adidas/adidas-men-spdwin-running-shoes/32355611/buy,2025-10-10T15:42:49.601745+05:30
Air-GlowRun Men Sports Shoes,ADIDAS,men,3999,30,2799,,0,https://www.myntra.com/sports-shoes/adidas/adidas-air-glowrun-men-sports-shoes/35365040/buy,2025-10-10T15:20:39.600198+05:30
Colourblocked Running Shoes,ADIDAS,men,3799,26,2799,,0,https://www.myntra.com/sports-shoes/adidas/adidas-airhustle-men-colourblocked-running-shoes/35365034/buy,2025-10-10T15:21:08.539609+05:30
Men TorSizzle Running Shoes,ADIDAS,men,5599,50,2799,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-torsizzle-running-shoes/34009948/buy,2025-10-10T15:22:09.458290+05:30
Men Light Run Stride Shoes,ADIDAS,men,4999,44,2799,4.5,91,https://www.myntra.com/sports-shoes/adidas/adidas-men-light-run-stride-running-shoes/34009904/buy,2025-10-10T15:26:37.698683+05:30
Men JOLT RUNNER Running Shoes,ADIDAS,men,4799,41,2799,4.3,16,https://www.myntra.com/sports-shoes/adidas/adidas-men-jolt-runner-ortholite-running-shoes/34009978/buy,2025-10-10T15:32:08.985187+05:30
Men Flexion St Running Shoes,ADIDAS,men,5599,50,2799,3.5,10,https://www.myntra.com/sports-shoes/adidas/adidas-men-flexion-st-running-shoes/34009910/buy,2025-10-10T15:37:52.548292+05:30
Men Woven Kaptir 3.0 Running,ADIDAS,men,7999,65,2799,4.3,43,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-kaptir-30-running-shoes/23130540/buy,2025-10-10T15:44:07.660394+05:30
Men Woven Kaptir 3.0 Running,ADIDAS,men,7999,64,2800,4.1,224,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-kaptir-30-running-shoes/23130650/buy,2025-10-10T15:22:28.157545+05:30
Men Orbitra MS Running Shoes,ADIDAS,men,5299,47,2808,4,212,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-orbitra-ms-running-shoes/20071416/buy,2025-10-10T15:30:53.765871+05:30
Men HIKE LACER Trekking Shoes,ADIDAS,men,4799,41,2820,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-hike-lacer-ortholite-trekking-shoes/36331575/buy,2025-10-10T15:35:10.386466+05:30
Dashbomb Men Running Shoes,ADIDAS,men,4999,43,2849,,0,https://www.myntra.com/sports-shoes/adidas/adidas-dashbomb-men-running-shoes-/32873626/buy,2025-10-10T15:29:42.848346+05:30
Men Axelate Walking Shoes,ADIDAS,men,4599,38,2851,4.4,107,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-axelate-walking-shoes/23130120/buy,2025-10-10T15:34:15.683442+05:30
Running Sports Shoes,ADIDAS,men,5299,46,2861,4.2,33,https://www.myntra.com/sports-shoes/adidas/adidas-fluxx-pace-m-running-sportsshoes/34102276/buy,2025-10-10T15:35:11.438337+05:30
Men Footstrikke Running Shoes,ADIDAS,men,4799,40,2879,4.4,195,https://www.myntra.com/sports-shoes/adidas/adidas-men-footstrikke-running-shoes/32355603/buy,2025-10-10T15:22:49.677764+05:30
Men Ace Crus Walking Shoes,ADIDAS,men,4799,40,2879,4.3,12,https://www.myntra.com/sports-shoes/adidas/adidas-men-ace-crus-walking-shoes/32355691/buy,2025-10-10T15:36:05.654300+05:30
Men AeroBlazeBurst Run Shoes,ADIDAS,men,4999,42,2899,4.4,47,https://www.myntra.com/sports-shoes/adidas/adidas-men-aeroblazeburst-woven-design-running-shoes/34009936/buy,2025-10-10T15:20:29.152405+05:30
Men Sterlinn Running Shoes,ADIDAS,men,5599,48,2911,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-sterlinn-running-shoes/34010009/buy,2025-10-10T15:31:06.675340+05:30
Men Smashit Tennis Shoes,ADIDAS,men,4999,41,2949,,0,https://www.myntra.com/sports-shoes/adidas/adidas-men-smashit-tennis-shoes/34009899/buy,2025-10-10T15:32:43.403487+05:30
Men Urban Court IKD Tennis,ADIDAS,men,5599,47,2967,4.2,78,https://www.myntra.com/sports-shoes/adidas/adidas-men-urban-court-ikd-tennis-shoes/31242594/buy,2025-10-10T15:33:00.291267+05:30
Men Urban Court IKD Tennis,ADIDAS,men,5599,47,2967,4.5,16,https://www.myntra.com/sports-shoes/adidas/adidas-men-urban-court-ikd-tennis-shoes/31242591/buy,2025-10-10T15:34:14.538461+05:30
Men Lightrun Flare Shoes,ADIDAS,men,6599,55,2969,4.3,38,https://www.myntra.com/sports-shoes/adidas/adidas-men-lightrun-flare-brand-logo-detail-woven-design-shoes-/32355765/buy,2025-10-10T15:52:32.320365+05:30
Men Uniqlite ST Running Shoes,ADIDAS,men,6599,54,2970,4.2,30,https://www.myntra.com/sports-shoes/adidas/adidas-men-woven-design-uniqlite-st-running-shoes/32355641/buy,2025-10-10T15:34:15.212329+05:30
Men Grand Court Base 2.0 Sneakers,ADIDAS,men,6599,54,2970,4.4,322,https://www.myntra.com/sports-shoes/adidas/adidas-men-grand-court-base-20-tennis-sneakers/20702922/buy,2025-10-10T15:42:53.494329+05:30
Men Uniqlite ST Running Shoes,ADIDAS,men,6599,54,2970,3.3,11,https://www.myntra.com/sports-shoes/adidas/adidas-men-uniqlite-st-3-striped-brand-logo-detail-running-shoes/32355760/buy,2025-10-10T15:52:32.692440+05:30
